text	intent
Play Tenerife Sea by Daniel Salomon on Lastfm	PlayMusic
Play a top twenty sort by Akinyele .	PlayMusic
Play nineties	PlayMusic
Play a track by Ishmon Bracey on Iheart .	PlayMusic
Can you play the latest  faust  soundtrack from 1967 ?	PlayMusic
Play me the greatest  chant by Laurel Aitken on lastfm 	PlayMusic
Play the most popular  Coti songs on Pandora	PlayMusic
Play some noise music on Netflix .	PlayMusic
Play Rob Mills  album  The Golden Archipelago .	PlayMusic
play melody music from the thirties	PlayMusic
Play some tune from 2011 on Youtube	PlayMusic
play melody and sort the newest in Dj Format	PlayMusic
Play a record from 2010 .	PlayMusic
Play a melody by Adassa from the twenties	PlayMusic
play 1988  chant music on Itunes	PlayMusic
play Glenn Yarbrough tunes	PlayMusic
Play Llegando a Casa playlist	PlayMusic
Play me a tune by Mick Brown	PlayMusic
play The Insoc Ep	PlayMusic
Play some music from the sixties	PlayMusic
I need to hear the new Kevin Fowler  album	PlayMusic
Play me the newest  fourties  symphony	PlayMusic
play Latin Dinner	PlayMusic
Play Stefon Harris 's song .	PlayMusic
Play a song from 2013 .	PlayMusic
play 1951 tunes	PlayMusic
Play Step Up Your Game by Marc Cohn .	PlayMusic
Play any nineties music	PlayMusic
Play the greatest  ballad from the seventies	PlayMusic
Play a track by Yui on Vimeo	PlayMusic
Play the top five songs from Robert Lockwood Junior .	PlayMusic
Play some latin music.	PlayMusic
Plkay some sixties  movement songs from Itunes	PlayMusic
Play me Hier Encore by greydon square	PlayMusic
play In Your Eyes by gareth gates on Netflix	PlayMusic
Play some music on Itunes	PlayMusic
Play Dj Shadow 's A Love Hate Masquerade .	PlayMusic
play Seven Steps To Heaven by Wikluh Sky	PlayMusic
Play some music from Victor Kunonga .	PlayMusic
play fourties  chant music on Last Fm	PlayMusic
Play some 1959 songs on Iheart	PlayMusic
Play March Of The Soviet Tankmen from Gloria Gaither	PlayMusic
Play music from the album  Evolution Of A Man by Joey Ramone	PlayMusic
Can you play fifties  theme music by Mohsen Chavoshi	PlayMusic
play the album  Pressure Cracks with Netflix	PlayMusic
Play the best  Sebastian Karlsson  melody on Youtube	PlayMusic
Play some Oleg Anofriyev from 1960 .	PlayMusic
Play some Joeri Basjmet .	PlayMusic
Play Elliot Easton 's album  Beautiful	PlayMusic
use Vimeo to play De Camino a Clase playlist	PlayMusic
Please play playlist TODO REGGAETON	PlayMusic
Play me some Badass Women on Groove Shark	PlayMusic
Play some Antony Harding songs from the eighties	PlayMusic
I want to hear a nineties  track by stat quo on Deezer	PlayMusic
Play music from the seventies	PlayMusic
play The New Timer by Augustus Pablo with Itunes	PlayMusic
Play How Does It Work by Helen Carter .	PlayMusic
Play music from 1968 on Vimeo .	PlayMusic
I want to hear something from Post-punk Revival	PlayMusic
Play music from the artist Joe Sample	PlayMusic
Play Dave Joyal	PlayMusic
Open groove shark and play Jason Mizell	PlayMusic
I want to hear something from the top-fifty by Jose Pasillas	PlayMusic
Use service Vimeo the genre slow rock	PlayMusic
Open Zvooq and play the best songs from Device	PlayMusic
play something from 1971 by John Bonham	PlayMusic
play primus 	PlayMusic
Play symphony music from 1991 by Irvin Mayfield	PlayMusic
play Going Down To The River on Pandora	PlayMusic
play 1977  good  track tunes	PlayMusic
Play the album  Jack Takes The Floor by Tom Lehrer on netflix	PlayMusic
Use Netflix to play music	PlayMusic
play Sunshine Reggae on youtube	PlayMusic
play Realization by Randy Jackson	PlayMusic
Please play some Bill Evans music.	PlayMusic
play Safe Rock And Roll Sucks on Lastfm	PlayMusic
Can you play the greatest songs by Mauro Picotto	PlayMusic
Play music by Deenanath Mangeshkar	PlayMusic
Play the best sort by Jan Robbe on pandora	PlayMusic
Play track  Real Talk	PlayMusic
Use Netflix to play In The Arms Of A Woman playlist	PlayMusic
Play some 1993  concerto off of Slacker	PlayMusic
Open Spotify and play a song from the twenties by Richard Harvey	PlayMusic
listen to Vertexguy  track	PlayMusic
Play the most popular stuff by Tina Dico	PlayMusic
Play any song from 2006	PlayMusic
Play some Sonu Niigaam from the fifties	PlayMusic
Play a 1983  ballad on Groove Shark .	PlayMusic
Play the artist Tei  last concert on Netflix	PlayMusic
play 1981 tunes by Jiles Perry Richardson on Lastfm for theme music	PlayMusic
Can you play some music from my road trip  album	PlayMusic
Play me a song from the fourties  movement	PlayMusic
play pandora	PlayMusic
Play Oj, Jelena, Jelena, Jabuka Zelena by Ler Lalonde .	PlayMusic
Play a new  ballad by Valy on Iheart	PlayMusic
Play Grabsteinland I by Doctor Fink on slacker radio	PlayMusic
I want to hear Rock Bottom by Playa Fly on Slacker	PlayMusic
Play an Alla Pougatcheva  ballad on Pandora	PlayMusic
Play Pledge by Markus Grosskopf	PlayMusic
Play music from 1999	PlayMusic
Play classic rock on Groove Shark	PlayMusic
I wish to listen to good  symphony music by mi lu bing .	PlayMusic
I wish to listen to some fifties music.	PlayMusic
Play some James Cleveland .	PlayMusic
Can you play some Synthpop music on Youtube	PlayMusic
play the album  Wayning Moments by Rabbit Brown	PlayMusic
Can you play a Sammy Fain  ep	PlayMusic
Use Groove Shark to play music from the eighties	PlayMusic
Play a 2001  sound track on Deezer .	PlayMusic
Play the top  movement music from 1997 .	PlayMusic
Play a popular  melody by Lindsay Lohan on Youtube .	PlayMusic
play chant music by David Cook	PlayMusic
Play music off Youtube .	PlayMusic
play some Mike Porcaro	PlayMusic
I want to hear something off Fist For Fight by Rushton Moreve on Youtube	PlayMusic
Play the playlist Tropical Morning on Pandora	PlayMusic
Play music from Hide	PlayMusic
Play top-five  concerto music from 1992	PlayMusic
I want to hear something eclectic	PlayMusic
Play me a Felix Kubin from No Light on Spotify	PlayMusic
Play me a track by Steve Souza	PlayMusic
play Itunes  album  mondovisione	PlayMusic
play Punk Essentials on Zvooq	PlayMusic
Play me a song by Hank Thompson from Moa Anbessa	PlayMusic
Use Spotify to play music	PlayMusic
Play Me Against The World from Glukoza	PlayMusic
Play some music from 1962 from Adeyto	PlayMusic
I want to hear Jimmy James from the thirties , play a song on Groove Shark .	PlayMusic
Play any song from the eighties	PlayMusic
Play some movement music by Perez Prado on Iheart	PlayMusic
play Ebony Bones on Itunes	PlayMusic
play Innovations by Kokia	PlayMusic
I Need rave  Slacker to play	PlayMusic
play Fernando Olvera	PlayMusic
Can you play something off Johan Larsson 's Travelers And Thieves	PlayMusic
list to the most popular  Muireann Nic Amhlaoibh  song	PlayMusic
Open my music playlist on Youtube	PlayMusic
Play the top  chant music from 2014 .	PlayMusic
Play music from Lastfm .	PlayMusic
Play me a 1990  sound track	PlayMusic
Play the song  Long Live Love	PlayMusic
Play me a ballad by Dres on groove shark	PlayMusic
Play the top of emil de cou	PlayMusic
play Barry Manilow from the twenties	PlayMusic
Play a seventies  Tom Thacker  ballad	PlayMusic
listen to ballad songs from the twenties	PlayMusic
Play the music of melody of 1997 in Itunes	PlayMusic
Can you play a chant by Butch Trucks on Spotify	PlayMusic
I want to hear music off my Indie Festival playlist	PlayMusic
Play instrumental pop	PlayMusic
Play some Hong Junyang .	PlayMusic
Play mere lapsed by Marilyn Moore .	PlayMusic
Please play the most popular  ep from 1998 by Mc Frontalot 	PlayMusic
play some Spotify by Danni Bassan	PlayMusic
play the best  album from the seventies	PlayMusic
Play music from 2016 .	PlayMusic
I want to hear jon sholle 's stuff from 2009 on Groove Shark	PlayMusic
play music by Rodney Whitaker	PlayMusic
Please play a movement by Rupam Islam	PlayMusic
play the latest  Thelma Aoyama	PlayMusic
Play some music by Karl Blau .	PlayMusic
Open pandora and play the top five  melody by Hanna Sjedokowa	PlayMusic
play Phil Spalding  soundtrack from the seventies	PlayMusic
Play Dancing Through Life by Ronald Isley on spotify	PlayMusic
Play a top  symphony sort form 1959 by Stuart Garrard .	PlayMusic
I want to listen to seventies music.	PlayMusic
Play something by Holly Cole on lastfm 	PlayMusic
Play rhythmic	PlayMusic
Play Punk Essentials on google music	PlayMusic
Play the top-20 best  Chicane songs on Deezer	PlayMusic
Play Songs Of Heaven by ami koshimizu	PlayMusic
Play Dj Subroc on Itunes	PlayMusic
Play a song by Tim Finn on Last Fm	PlayMusic
Play music from the sixties	PlayMusic
Play Oliver on pandora .	PlayMusic
Play some 2011  chant music, new first, by Shaggy .	PlayMusic
play the top  song from Damon Albarn using Slacker	PlayMusic
Play sixties music by giovanni battista guadagnini .	PlayMusic
Play some music from the last album of 1988 on Lastfm	PlayMusic
Please start playing some thirties  theme music.	PlayMusic
Can I hear Anna Vissi 's new music on Pandora ?	PlayMusic
Play music by artist mark ashley	PlayMusic
Play the top  Maynard James Keenan .	PlayMusic
I want to hear a top-20  chant from the twenties	PlayMusic
Play the most popular  song by espen lind	PlayMusic
Play Yuauea by Rick Ross	PlayMusic
Play The Tyranny Of Distance by Willy Mason .	PlayMusic
Play a top  song by Carson Parks on Groove Shark	PlayMusic
Use Deezer to play the last  song from Lee Dorrian	PlayMusic
Play some seventies music on netflix .	PlayMusic
Play fourties  record	PlayMusic
Play Chad I Ginsburg	PlayMusic
Can you pull up a track on Zvooq by Graham Mcpherson	PlayMusic
Play 1993  theme music	PlayMusic
Play something off Google Music	PlayMusic
Open youtube	PlayMusic
Play some music on spotify	PlayMusic
Play the song  Drifting On A Reed by Bobby G	PlayMusic
Play new  movement from Mike Oldfield on Vimeo	PlayMusic
Play Foundling by Jean Grae on Vimeo .	PlayMusic
Play some acapella music on Iheart	PlayMusic
Play some sixties music by gaudi on last fm	PlayMusic
Play a tune or two from Kansas City, Missouri	PlayMusic
play some songs from the fourties by yoshiki fukuyama	PlayMusic
play Angela Winbush  ep that is popular	PlayMusic
play To Be Still	PlayMusic
I want to hear Gloryhole from Mani off of Lastfm	PlayMusic
play music by Charlie Adams from 1954	PlayMusic
play the It Could Only Happen With You  album by Lawrence	PlayMusic
Play Moondog 's Chupacabra .	PlayMusic
I'd like to hear some trip-hop	PlayMusic
Play a 2001  tune	PlayMusic
Can you pull up and play something on Itunes	PlayMusic
I want to hear some theme music by Edsel Dope	PlayMusic
Play some music from 1993 on Itunes .	PlayMusic
I want to hear the new Vasilis Tsitsanis  ep	PlayMusic
play a sound track by Vegard Sverre Tveitan	PlayMusic
Play Crucifixion on Deezer .	PlayMusic
I want to hear the album  Suites & Sweets	PlayMusic
Play Adrian Borland 's music on Zvooq .	PlayMusic
Open The Second Adventure  album by Hans Nilsson	PlayMusic
Play something off Rage Radio	PlayMusic
I want to hear This Is The Night from Proof	PlayMusic
Play Classical X	PlayMusic
Play me a song by Michael Diamond	PlayMusic
play Kurt Cobain  ballad tunes	PlayMusic
Play some Eddie Vinson on Deezer	PlayMusic
Play the greatest  record by Leroi Moore	PlayMusic
Play Dawn Richard  song  White Summer	PlayMusic
Play some Ray Williams music from the nineties on spotify	PlayMusic
play chant on groove shark from 1996	PlayMusic
Play the top fifty  record from Alan Jardine	PlayMusic
play newest  Robert Palmer  sound track	PlayMusic
Play music on my Itunes	PlayMusic
Play something by Daisy Voisin on google music	PlayMusic
Play some Dj Qbert .	PlayMusic
Play Supernaut by Armand Van Helden	PlayMusic
Can I hear a Da Brat  ep ?	PlayMusic
play symphony music from the fourties with google music	PlayMusic
Play got to be free by Madeleine Peyroux	PlayMusic
Play music in the genre soundtrack	PlayMusic
play some fifties tunes by Mike Mccready	PlayMusic
Play music from Carina Round	PlayMusic
I want to hear the new  movement from Richard Harvey	PlayMusic
Play a song off The Best Of Siouxsie & The Banshees by Faustino Oramas	PlayMusic
Play the album , Dance Hall At Louse Point .	PlayMusic
play Lighter by Pamela Jintana Racine	PlayMusic
Play the top-ten  soundtrack from Kiara .	PlayMusic
play the last  chant from the fourties	PlayMusic
Play Gary Chapman music from the fifties	PlayMusic
Play some Armik from the fourties	PlayMusic
play a popular sort of fifties  tune music	PlayMusic
I'd like to hear Helen Baylor	PlayMusic
Play music from 1989 by Maya .	PlayMusic
Play Kool Keith Presents Thee Undatakerz by John Mccrea .	PlayMusic
play Piano 100	PlayMusic
Play some music on Lastfm	PlayMusic
Play a concerto  top ten sort by Lloyd .	PlayMusic
Play Arif music from the fourties .	PlayMusic
Play music off Netflix .	PlayMusic
Open Pandora and play music from the fifties .	PlayMusic
have Zvooq play songs from the fifties	PlayMusic
Play some chant music by Kevin Jonas on deezer .	PlayMusic
Play paul ortiz music from 1990	PlayMusic
Play some Glenn Stetson music on Spotify	PlayMusic
Open Groove Shark and play sound track from Dj Cameo	PlayMusic
Play music on Iheart	PlayMusic
Play my Top Gaming Tracks .	PlayMusic
something on Spotify please	PlayMusic
Play BurhÃ¸ns by Ernie C .	PlayMusic
Let me hear an ep from the thirties era of music.	PlayMusic
Proceed with music from 2003 .	PlayMusic
Play Elkie Brooks  seventies  sound track	PlayMusic
Open Vimeo and play music.	PlayMusic
play a top twenty  symphony of 2010	PlayMusic
Play music from the artist Taktloss from the record in the thirties	PlayMusic
I want to listen to some Aaliyah	PlayMusic
Play my New Indie Mix on Google Music .	PlayMusic
Can you use Pandora to play a soundtrack from 1999 by David Sitek ?	PlayMusic
play Deezer form 2010  tune by Dave Grohl	PlayMusic
Play some caribou from the sixties	PlayMusic
Play drum & bass music	PlayMusic
Use netflix to play a record by Emil Gilels from year 2015	PlayMusic
play Steven Reineke  greatest  soundtrack on Youtube	PlayMusic
turn on Google Music to play 1991	PlayMusic
Open iheart and play TÃ© Para Tres	PlayMusic
play some fourties  Andrew Lloyd Webber on Groove Shark	PlayMusic
play music by Ryan Malcolm from Sympathy For The Devil on Pandora	PlayMusic
Play some Instrumental music on the service Lastfm	PlayMusic
Play the song  vodka by Kunal Ganjawala on Itunes	PlayMusic
Play all music Alan released in 1997	PlayMusic
Play Dansevise by Ebi on Groove Shark .	PlayMusic
I want to hear some The Roches	PlayMusic
Play me something Miles Davis did with a symphony	PlayMusic
Play music off Youtube .	PlayMusic
play some sixties music	PlayMusic
play Soheila Zaland	PlayMusic
Play music year 2016 by artist Michiru Yamane	PlayMusic
play Lastfm tunes from 1997	PlayMusic
listen to Westbam alumb Allergic on Google Music	PlayMusic
Play ecstatic	PlayMusic
Play some music on groove shark .	PlayMusic
I need some ambient music.	PlayMusic
Play a song by Nash The Slash	PlayMusic
Play me a symphony by Ricky Bell	PlayMusic
Play the energic  Itunes	PlayMusic
play the best  Elizaveta Khripounova	PlayMusic
Play 2006  chant music.	PlayMusic
I'd like to hear Ami Suzuki 's latest  record	PlayMusic
Play Crazy=genius by The Alchemist	PlayMusic
Can I listen to merengue style music?	PlayMusic
turn on Last Fm	PlayMusic
play the last  Chris Douglas on Slacker	PlayMusic
play eighties  track	PlayMusic
Wish to hear music from the year 1996	PlayMusic
Play Soldier Boy from Melody Gardot	PlayMusic
Play new  melody by Kenji Ito on Itunes .	PlayMusic
Please play Bitch Please Ii	PlayMusic
Could you play the album  B Men GahÅ by Nathaniel Shilkret	PlayMusic
Does Netflix have music released in 1991 by You Yokoyama	PlayMusic
play robin hood and the bishop of hereford by Jon Mayer	PlayMusic
Play Slow Rock on Lastfm .	PlayMusic
Play some nineties music on Zvooq	PlayMusic
Play Stereo by Jonathan Davis on Deezer .	PlayMusic
Play Pacific Ocean Blues by John Doe on Lastfm	PlayMusic
Play some Paul Stookey from the sixties	PlayMusic
Play the song  American Patrol by lauryn hill	PlayMusic
I want to hear some sixties  melody from Mark Mcentee off of Google Music	PlayMusic
